TGF Name,Ra,Dec,Start Time Observation,End Time Observation,Trigger Time,reliability,GeoLon,GeoLat,Normalised Duration,source
TGF190514901,37.0167,-26.6833,1557862546.856149,1557863161.265127,1557862682.170039,1.0,98.0167,-2.8667,614.4089779853821,fermi_tgf
TGF230323340,162.4,-26.6833,1679555276.022939,1679555890.433729,1679555409.465145,1.0,98.3667,-10.3667,614.4107899665833,fermi_tgf
TGF240111862,316.05,-26.6333,1705001927.543736,1705002533.765352,1705002059.050606,1.0,120.55,-11.9667,606.2216160297394,fermi_tgf
TGF130316390,211.2167,-26.5833,1363421918.441087,1363422532.851434,1363422057.419291,1.0,123.4667,-15.0667,614.4103469848633,fermi_tgf
TGF240519298,117.37,-26.5,1716095219.313584,1716095833.723931,1716095355.667703,1.0,109.65,19.3167,614.4103469848633,fermi_tgf
TGF161101874,39.75,-26.3333,1478030199.398553,1478030813.808659,1478030334.472695,1.0,138.4,11.2667,614.4101061820984,fermi_tgf
TGF200821416,61.9,-26.3333,1597996631.456181,1597997245.865241,1597996769.778103,1.0,284.8167,12.25,614.4090600013733,fermi_tgf
TGF110701642,94.9667,-26.3167,1309526533.216707,1309527147.627054,1309526667.154866,1.0,,,614.4103469848633,fermi_tgf
TGF170810505,50.4833,-26.25,1502359484.494132,1502360098.903272,1502359621.26402,1.0,255.5333,17.8833,614.4091398715973,fermi_tgf
TGF180218522,243.15,-26.2167,1518953324.459848,1518953938.870999,1518953458.990078,1.0,24.6167,-21.2333,614.4111511707306,fermi_tgf
TGF130211721,49.7667,-26.15,1360599388.161018,1360600002.571003,1360599521.76315,1.0,144.6167,-14.6167,614.4099850654602,fermi_tgf
TGF140813479,236.95,-25.9667,1407922020.159039,1407922626.377115,1407922151.393129,1.0,137.9667,19.5,606.2180759906769,fermi_tgf
TGF190807786,163.8,-25.8167,1565196538.065617,1565197152.476124,1565196673.523784,1.0,26.2167,-1.05,614.4105069637299,fermi_tgf
TGF111123275,181.7333,-25.7667,1322026465.031527,1322027079.441029,1322026602.873507,1.0,148.333,-9.25,614.409502029419,fermi_tgf
TGF190705344,88.25,-25.7167,1562307199.852967,1562307814.261946,1562307333.662823,1.0,280.8833,8.0,614.4089789390564,fermi_tgf
TGF150202235,69.75,-25.5833,1422851727.942283,1422852342.350739,1422851863.672024,1.0,90.2,2.5,614.4084560871124,fermi_tgf
TGF151111107,73.55,-25.3,1447205472.452138,1447206086.862244,1447205605.046149,1.0,108.5167,0.1,614.4101059436798,fermi_tgf
TGF220621326,168.0,-25.1,1655790420.427215,1655791034.840056,1655790553.453892,1.0,105.0667,-4.0,614.4128408432007,fermi_tgf
TGF220704026,221.2167,-25.0667,1656887775.44505,1656888217.820643,1656887887.52684,1.0,283.8833,8.7,442.3755929470062,fermi_tgf
TGF160910978,259.6333,-25.0333,1473542741.722973,1473543356.1334,1473542879.373202,1.0,267.2833,14.8667,614.4104268550873,fermi_tgf
TGF190515824,47.75,-24.95,1557942286.993459,1557942893.210609,1557942418.291399,1.0,110.8167,-6.4667,606.2171499729156,fermi_tgf
TGF210904593,8.95,-24.7,1630757502.359068,1630758116.76845,1630757636.776967,1.0,269.05,12.8833,614.4093821048737,fermi_tgf
TGF150924454,49.6,-24.65,1443084681.882566,1443085296.291827,1443084818.220592,1.0,297.3,21.9,614.4092609882355,fermi_tgf
TGF160504738,337.567,-24.4167,1462376452.254868,1462377066.664973,1462376590.289082,1.0,105.8833,-12.5167,614.4101049900055,fermi_tgf
TGF111207484,125.5333,-24.3167,1323254043.50798,1323254657.919292,1323254177.014276,1.0,110.1,-6.467,614.4113118648529,fermi_tgf
TGF180904991,3.8333,-24.1333,1536097503.765714,1536098118.177871,1536097635.688233,1.0,264.2333,13.1833,614.4121570587158,fermi_tgf
TGF170923773,184.1,-24.0667,1506184294.124468,1506184851.189762,1506184426.030572,1.0,285.2167,11.9667,557.0652940273285,fermi_tgf
TGF190712633,44.9,-23.9833,1562936939.762069,1562937554.173462,1562937072.500436,1.0,261.8167,9.6833,614.4113929271698,fermi_tgf
TGF121106283,308.9,-23.7667,1352180711.777003,1352181317.99528,1352180843.203166,1.0,265.617,16.5,606.2182769775391,fermi_tgf
TGF240313903,245.5,-23.3,1710362309.647219,1710362924.057043,1710362441.969253,1.0,110.9333,24.8333,614.4098241329193,fermi_tgf
TGF180617045,97.25,-23.0667,1529190142.387667,1529190625.724213,1529190280.182011,1.0,279.9667,8.8,483.33654594421387,fermi_tgf
TGF190512623,249.2333,-22.8333,1557665659.525162,1557666273.935509,1557665792.167211,1.0,32.8167,4.45,614.4103469848633,fermi_tgf
TGF120525445,348.5333,-22.7,1337935091.22574,1337935705.634357,1337935227.787583,1.0,282.233,9.25,614.4086170196533,fermi_tgf
TGF151122371,211.0833,-22.4833,1448178761.148749,1448179375.560062,1448178896.911038,1.0,102.15,-1.6333,614.4113128185272,fermi_tgf
TGF180614673,216.9167,-22.4333,1528985214.725116,1528985829.136187,1528985350.439487,1.0,99.3667,-3.9333,614.411071062088,fermi_tgf
TGF210514047,54.9,-22.3833,1620947213.660668,1620947239.261173,1620947222.636841,1.0,284.0167,7.4833,25.600505113601685,fermi_tgf
TGF221008958,281.6,-22.1,1665262609.031104,1665262807.691221,1665262745.817849,1.0,290.1667,0.05,198.66011691093445,fermi_tgf
TGF130521580,242.0333,-21.9,1369137213.483623,1369137827.893889,1369137346.061821,1.0,109.0667,3.3833,614.4102659225464,fermi_tgf
TGF110119456,96.6667,-21.8333,1295430839.420275,1295431453.831588,1295430977.294724,1.0,33.317,-24.35,614.4113130569458,fermi_tgf
TGF191108754,222.0,-21.7333,1573232583.488363,1573233197.902291,1573232720.62739,1.0,24.5167,2.8833,614.4139280319214,fermi_tgf
TGF170527268,253.3,-21.6167,1495858976.099959,1495859590.5093,1495859114.869957,1.0,145.4167,-8.8333,614.409341096878,fermi_tgf
TGF230506448,128.75,-21.5833,1683362592.411393,1683363206.824596,1683362731.358215,1.0,101.6667,2.3833,614.4132030010223,fermi_tgf
TGF100909539,328.1,-21.5833,1284029649.543388,1284030263.953856,1284029785.161522,1.0,26.617,6.067,614.4104681015015,fermi_tgf
TGF100411366,177.0,-21.4167,1270968293.631953,1270968908.042823,1270968428.738201,1.0,147.033,-8.25,614.4108700752258,fermi_tgf
TGF190222457,301.4,-21.2,1550829369.813453,1550829984.22388,1550829507.351592,1.0,24.4,-11.85,614.4104270935059,fermi_tgf
TGF091221677,7.0,-21.1333,1261408336.23164,1261408950.643878,1261408474.970135,1.0,,,614.4122378826141,fermi_tgf
TGF230404996,195.917,-21.1333,1680645142.108861,1680645748.326091,1680645273.854756,1.0,110.5167,-15.4167,606.2172300815582,fermi_tgf
TGF100901124,194.3333,-21.0833,1283302614.544116,1283303228.954302,1283302748.62631,1.0,267.983,16.967,614.4101860523224,fermi_tgf
TGF150727490,296.1167,-20.8667,1437990164.943896,1437990779.352956,1437990297.937784,1.0,273.5167,6.1,614.4090600013733,fermi_tgf
TGF181004702,258.2833,-20.6833,1538664503.135598,1538665109.354196,1538664634.385821,1.0,110.6333,1.3333,606.2185981273651,fermi_tgf
TGF181105761,211.1333,-20.6,1541437980.333526,1541438594.747172,1541438112.288353,1.0,14.75,0.7833,614.4136462211609,fermi_tgf
TGF231029583,120.183,-19.45,1698584272.29626,1698584886.707573,1698584410.858735,1.0,110.6,0.3833,614.4113128185272,fermi_tgf
TGF230526025,115.217,-19.4333,1685054001.929194,1685054616.338173,1685054139.723055,1.0,101.9167,2.6,614.4089789390564,fermi_tgf
TGF140819252,98.8167,-19.3833,1408420865.471743,1408421406.152415,1408421003.873929,1.0,282.7667,10.9167,540.6806719303131,fermi_tgf
TGF180815065,14.5667,-19.3333,1534289516.894357,1534290131.303255,1534289649.98416,1.0,82.3167,24.3,614.4088981151581,fermi_tgf
TGF230501532,311.283,-19.3,1682937851.797163,1682938458.017009,1682937990.871806,1.0,264.0,9.6667,606.2198460102081,fermi_tgf
TGF081113322,332.9,-19.11,1226558508.028547,1226559122.437084,1226558644.23835,1.0,7.299,2.902,614.4085369110107,fermi_tgf
TGF120930986,189.0333,-18.4333,1349041039.859077,1349041654.26874,1349041172.052969,1.0,299.65,14.35,614.4096629619598,fermi_tgf
TGF210722034,61.1,-17.9667,1626907619.367649,1626908233.779404,1626907751.194011,1.0,107.75,8.55,614.4117548465729,fermi_tgf
TGF130301689,183.45,-17.9167,1362151811.298873,1362152425.708817,1362151949.013032,1.0,136.2333,-12.3667,614.4099440574646,fermi_tgf
TGF150830541,264.5,-17.8333,1440932185.995193,1440932800.405982,1440932321.933502,1.0,95.5,22.8167,614.4107890129089,fermi_tgf
TGF131102562,16.6167,-17.6667,1383395208.363059,1383395822.772561,1383395345.965089,1.0,250.2167,14.8333,614.409502029419,fermi_tgf
TGF110312176,148.9167,-17.3833,1299899506.235705,1299900112.454143,1299899637.821876,1.0,150.533,-6.783,606.2184381484985,fermi_tgf
TGF100414253,55.3,-17.35,1271217750.109546,1271218356.324604,1271217881.295075,1.0,0.2,1.317,606.2150580883026,fermi_tgf
TGF150910653,167.2333,-17.3,1441892323.411176,1441892937.821522,1441892461.205359,1.0,27.0167,1.4333,614.410346031189,fermi_tgf
TGF151005404,353.1167,-17.3,1444030802.518652,1444031416.9292,1444030939.464922,1.0,124.0833,7.95,614.4105479717255,fermi_tgf
TGF180820343,120.0,-16.95,1534745484.900382,1534746099.310568,1534745616.758448,1.0,270.4667,17.0333,614.4101860523224,fermi_tgf
TGF110807091,232.7833,-16.9,1312675727.698579,1312676342.109208,1312675865.604852,1.0,253.3,22.2,614.4106290340424,fermi_tgf
TGF110105512,174.2167,-16.7167,1294226117.496653,1294226731.905793,1294226255.818614,1.0,4.033,3.55,614.4091398715973,fermi_tgf
TGF160430349,44.7333,-16.5667,1461997195.830743,1461997810.241613,1461997328.360903,1.0,117.2333,5.1667,614.4108698368073,fermi_tgf
TGF170928445,316.9,-16.45,1506587917.547062,1506588523.764615,1506588049.245121,1.0,266.6167,21.0,606.2175531387329,fermi_tgf
TGF121227687,30.5833,-16.0167,1356622028.443538,1356622642.853925,1356622160.429746,1.0,,,614.4103870391846,fermi_tgf
TGF230508390,6.8167,-15.9,1683530395.54435,1683530764.191717,1683530530.970934,1.0,275.5333,3.2833,368.64736700057983,fermi_tgf
TGF161102933,20.2333,-15.3833,1478121655.526027,1478122269.93569,1478121787.352027,1.0,117.6833,14.6833,614.4096629619598,fermi_tgf
TGF221206774,198.85,-15.35,1670347901.609118,1670348516.020028,1670348039.307506,1.0,98.6667,9.8667,614.4109101295471,fermi_tgf
TGF130721401,26.05,-15.1167,1374392146.982802,1374392761.391862,1374392282.648773,1.0,271.9667,10.4833,614.4090600013733,fermi_tgf
TGF130524498,157.15,-15.0333,1369389259.702469,1369389874.112736,1369389396.264634,1.0,135.0667,-5.5333,614.4102668762207,fermi_tgf
TGF150525449,18.8167,-14.7167,1432543448.505355,1432544062.914616,1432543587.195329,1.0,89.2,18.3167,614.409261226654,fermi_tgf
TGF161102289,279.8667,-14.5,1478066025.023666,1478066639.433852,1478066157.969716,1.0,90.95,20.3167,614.4101860523224,fermi_tgf
TGF160319339,44.4667,-14.4,1458371153.185786,1458371767.596415,1458371290.676008,1.0,113.6833,-7.0667,614.4106290340424,fermi_tgf
TGF150301963,152.85,-14.2667,1425247454.186162,1425248068.595865,1425247587.676165,1.0,131.4333,-12.0,614.4097030162811,fermi_tgf
TGF111201690,4.9333,-14.1833,1322753440.402195,1322753582.740308,1322753575.44419,1.0,283.05,-4.1,142.3381130695343,fermi_tgf
TGF230605841,313.817,-14.1667,1685988521.018672,1685989135.427651,1685988656.460625,1.0,119.45,17.55,614.4089789390564,fermi_tgf
TGF220909173,220.35,-14.15,1662689239.937934,1662689854.348402,1662689375.940174,1.0,288.6833,10.6167,614.4104681015015,fermi_tgf
TGF221203575,344.7833,-13.9833,1670071533.057462,1670072147.470745,1670071668.772236,1.0,17.9833,-11.1167,614.4132831096649,fermi_tgf
TGF180619279,173.3833,-13.5833,1529383177.573344,1529383791.983289,1529383312.519343,1.0,116.7167,25.3,614.4099450111389,fermi_tgf
TGF190622029,298.3,-13.3667,1561156758.607605,1561157373.018032,1561156897.809827,1.0,267.8667,14.7,614.4104270935059,fermi_tgf
TGF131102608,119.0833,-13.0333,1383399186.143374,1383399800.554164,1383399325.249802,1.0,117.9333,13.8333,614.4107899665833,fermi_tgf
TGF181018397,74.3333,-12.7667,1539847776.784971,1539848383.003651,1539847908.339277,1.0,258.95,14.0167,606.2186799049377,fermi_tgf
TGF210421842,204.767,-12.7,1619028635.1192,1619029249.531558,1619028773.025955,1.0,45.9167,17.0333,614.412358045578,fermi_tgf
TGF190613961,54.9333,-12.4333,1560459678.709786,1560460293.121943,1560459810.952239,1.0,283.6833,24.95,614.4121570587158,fermi_tgf
TGF120117499,323.6833,-12.0333,1326797762.359728,1326798376.770879,1326797898.826016,1.0,133.85,-12.25,614.411150932312,fermi_tgf
TGF170320675,128.067,-11.3833,1490022615.907288,1490023230.318077,1490022748.021437,1.0,16.9833,-5.9833,614.4107890129089,fermi_tgf
TGF221008888,163.35,-11.35,1665256635.251959,1665256995.707577,1665256766.502625,1.0,299.6667,7.5833,360.4556179046631,fermi_tgf
TGF230305582,275.7,-11.25,1678020929.981241,1678021544.39211,1678021062.495428,1.0,24.0167,-14.1,614.4108691215515,fermi_tgf
TGF110709173,352.2167,-11.25,1310177193.622434,1310177799.839303,1310177330.20045,1.0,346.65,9.55,606.2168691158295,fermi_tgf
TGF210213089,333.5667,-11.1167,1613178322.522263,1613178936.935064,1613178455.644977,1.0,36.4333,-19.9,614.412801027298,fermi_tgf
TGF220504172,85.8,-11.1,1651630033.057746,1651630082.210769,1651630041.521913,1.0,281.2667,25.5333,49.15302300453186,fermi_tgf
TGF170821288,144.7167,-10.4833,1503291147.373232,1503291761.782131,1503291281.023081,1.0,353.1667,14.85,614.4088990688324,fermi_tgf
TGF170808712,110.5833,-10.05,1502204604.944587,1502205211.162139,1502204736.274552,1.0,146.95,-2.6,606.21755194664,fermi_tgf
TGF100409543,243.15,-9.2667,1270810763.738224,1270811230.688819,1270810902.380039,1.0,277.917,8.033,466.9505949020386,fermi_tgf
TGF131102535,106.3,-9.2333,1383392866.497307,1383393480.908498,1383393005.235721,1.0,110.1833,-1.7167,614.4111909866333,fermi_tgf
TGF240501522,43.65,-9.1167,1714559335.495113,1714559949.908155,1714559472.649911,1.0,117.3167,-1.9333,614.4130420684814,fermi_tgf
TGF120908579,41.6167,-9.1,1347105056.787108,1347105638.428009,1347105188.373077,1.0,159.15,19.183,581.6409010887146,fermi_tgf
TGF091227540,351.8667,-8.9167,1261914953.215688,1261915567.626598,1261915092.322116,1.0,182.442,-4.608,614.4109098911285,fermi_tgf
TGF150531687,114.6667,-8.5667,1433082420.162794,1433083034.57298,1433082554.836978,1.0,97.0167,-2.6333,614.4101858139038,fermi_tgf
TGF170107450,105.55,-8.0667,1483782349.349387,1483782963.761222,1483782483.527818,1.0,116.0667,3.7167,614.4118349552155,fermi_tgf
TGF130306223,344.533,-7.25,1362543497.049464,1362544103.268144,1362543628.267622,1.0,,,606.2186799049377,fermi_tgf
TGF221114697,131.05,-7.0,1668440503.038351,1668441117.449583,1668440634.832647,1.0,64.0833,14.55,614.4112319946289,fermi_tgf
TGF190101554,34.7167,-6.9,1546344903.094022,1546345517.507346,1546345037.320773,1.0,26.1833,-8.3833,614.413323879242,fermi_tgf
TGF130930128,316.5833,-6.9,1380502947.282967,1380503561.693515,1380503085.685314,1.0,292.2833,19.1333,614.4105479717255,fermi_tgf
TGF160726932,117.1833,-6.8833,1469564383.217266,1469564997.627532,1469564515.187301,1.0,254.15,22.9667,614.4102659225464,fermi_tgf
TGF200122398,103.05,-6.8667,1579681854.964109,1579682428.414629,1579681986.438391,1.0,106.2333,-5.2167,573.4505200386047,fermi_tgf
TGF140920177,230.4,-6.35,1411179139.280869,1411179753.691457,1411179274.755089,1.0,288.45,10.2667,614.4105880260468,fermi_tgf
TGF130728569,55.3,-6.2333,1375011452.24454,1375012066.652915,1375011589.670308,1.0,255.5833,21.9,614.4083750247955,fermi_tgf
TGF201119634,327.05,-6.2167,1605795011.946148,1605795626.360317,1605795146.829061,1.0,19.3,-1.6167,614.4141690731049,fermi_tgf
TGF150106155,166.8833,-6.1833,1420512112.981823,1420512702.816001,1420512227.751629,1.0,120.9167,-14.8667,589.8341779708862,fermi_tgf
TGF120407872,282.2,-6.0667,1333824765.026298,1333825379.435076,1333824904.004221,1.0,124.817,3.8,614.4087779521942,fermi_tgf
TGF180209336,74.6833,-5.75,1518159711.146504,1518160325.557172,1518159850.316861,1.0,131.65,-10.5167,614.4106681346893,fermi_tgf
TGF170219373,157.933,-5.6833,1487490894.694957,1487491509.106269,1487491032.265364,1.0,124.0,-16.2667,614.4113118648529,fermi_tgf
TGF150528885,66.2167,-5.65,1432840328.335579,1432840942.745322,1432840463.713601,1.0,262.4333,17.3,614.4097430706024,fermi_tgf
TGF180613009,190.4167,-5.55,1528841401.240513,1528842015.651986,1528841536.04288,1.0,280.45,23.1333,614.4114727973938,fermi_tgf
TGF231108264,173.85,-5.5167,1699420654.512003,1699421268.922953,1699420790.818284,1.0,140.5,-3.95,614.4109499454498,fermi_tgf
TGF140401806,119.5167,-4.9833,1396372681.434354,1396373287.647361,1396372812.923402,1.0,119.1667,-4.1667,606.2130069732666,fermi_tgf
TGF131103273,115.5333,-4.2333,1383456658.002555,1383457272.413144,1383456790.436719,1.0,250.1833,19.5167,614.4105892181396,fermi_tgf
TGF220321777,215.6,-4.0,1647884186.199327,1647884800.60907,1647884321.593322,1.0,215.2667,-25.65,614.4097430706024,fermi_tgf
TGF131111871,204.2833,-3.9333,1384199484.374633,1384200098.785785,1384199620.264985,1.0,287.4167,3.3167,614.4111518859863,fermi_tgf
TGF161203745,139.6333,-3.8833,1480783871.413368,1480784436.670732,1480783957.670715,1.0,121.6667,-13.1667,565.2573640346527,fermi_tgf
TGF150820373,141.5833,-3.7333,1440053673.07363,1440054099.063635,1440053806.355385,1.0,281.2667,7.1333,425.9900050163269,fermi_tgf
TGF111027761,224.25,-3.55,1319732018.620987,1319732633.030207,1319732157.855034,1.0,154.383,2.133,614.4092199802399,fermi_tgf
TGF210627854,242.9667,-3.5,1624818467.980827,1624819082.390651,1624818600.814869,1.0,259.75,22.6,614.4098238945007,fermi_tgf
TGF201011458,120.1333,-3.3,1602406598.364334,1602407212.773997,1602406731.854376,1.0,254.4167,19.9833,614.4096629619598,fermi_tgf
TGF240312136,193.867,-3.3,1710209604.523015,1710210218.932959,1710209737.50101,1.0,95.7,9.2833,614.4099440574646,fermi_tgf
TGF200429020,326.5667,-3.2667,1588112787.960447,1588113402.372806,1588112923.707126,1.0,25.3667,3.25,614.4123589992523,fermi_tgf
TGF221027792,94.4667,-3.0833,1666889917.776091,1666890532.187404,1666890051.378465,1.0,18.6833,-2.1167,614.4113128185272,fermi_tgf
TGF180314616,77.95,-2.9833,1521035052.253421,1521035666.664894,1521035190.831949,1.0,111.2333,-0.9333,614.4114730358124,fermi_tgf
TGF230619435,32.5,-2.9167,1687163042.152092,1687163656.565215,1687163177.098896,1.0,258.6167,16.6167,614.4131231307983,fermi_tgf
TGF141005001,173.7333,-2.5,1412459923.325944,1412460504.968172,1412460059.712249,1.0,281.8667,23.8167,581.6422281265259,fermi_tgf
TGF231014399,281.85,-2.5,1697268757.537159,1697269371.950363,1697268889.507797,1.0,110.15,2.2,614.4132039546967,fermi_tgf
TGF150128278,69.4333,-2.35,1422423491.151041,1422424105.561146,1422423628.497148,1.0,122.6167,-2.0667,614.4101049900055,fermi_tgf
TGF101124661,175.4833,-2.25,1290610156.267168,1290610770.677353,1290610288.253255,1.0,172.483,24.333,614.4101848602295,fermi_tgf
TGF230110892,333.4833,-2.1333,1673382149.911366,1673382395.677002,1673382284.890357,1.0,294.25,2.7833,245.76563596725464,fermi_tgf
TGF120430757,152.1333,-2.05,1335802110.148188,1335802724.556845,1335802247.542092,1.0,141.567,8.9,614.408656835556,fermi_tgf
TGF130705109,325.1833,-1.6333,1372984501.784791,1372985116.193569,1372984639.178655,1.0,120.0833,-0.2,614.4087779521942,fermi_tgf
TGF170619878,257.4833,-1.6,1497898928.478,1497899469.159195,1497899066.592197,1.0,278.4833,10.35,540.6811950206757,fermi_tgf
TGF190417464,293.4167,-0.9833,1555491963.126549,1555492331.773514,1555492098.409018,1.0,283.6,5.45,368.6469650268554,fermi_tgf
TGF230417860,269.3,-0.95,1681756545.027727,1681757151.245038,1681756676.373705,1.0,100.6167,3.1167,606.2173111438751,fermi_tgf
TGF180417098,217.2667,-0.6333,1523924295.340884,1523924909.751874,1523924433.823255,1.0,40.2667,-2.7,614.4109899997711,fermi_tgf
TGF190124119,146.9167,-0.5833,1548294550.928968,1548295165.340361,1548294684.163409,1.0,271.3333,25.0167,614.4113931655884,fermi_tgf
TGF231106972,145.417,-0.5333,1699309077.297047,1699309691.707313,1699309213.715217,1.0,38.9667,18.5667,614.410266160965,fermi_tgf
TGF180614443,311.0,-0.2833,1528965318.075724,1528965932.48591,1528965451.885821,1.0,7.85,5.7,614.4101860523224,fermi_tgf
TGF140315467,222.75,-0.2,1394878218.543953,1394878824.762028,1394878349.953942,1.0,2.5,1.9833,606.2180750370026,fermi_tgf
